Wave;Sample;Dark;Reference
385.620;299.965;125.500;0.000
385.786;217.761;79.100;0.000
385.951;245.844;110.500;0.000
386.116;262.177;104.700;0.000
386.282;256.015;74.300;0.000
386.447;279.290;107.800;0.000
386.613;200.480;86.400;0.000
386.778;295.141;113.900;0.000
386.944;205.865;103.000;0.000
387.109;194.524;88.200;0.000
387.274;209.105;92.400;0.000
387.440;218.349;85.900;0.000
387.605;294.873;91.100;0.000
387.771;190.289;92.000;0.000
387.936;220.062;85.400;0.000
388.101;166.863;66.400;0.000
388.267;240.468;82.000;0.000
388.432;194.955;72.900;0.000
388.597;251.258;80.100;0.000
388.763;283.919;127.000;0.000
388.928;290.437;96.200;0.000
389.094;257.483;94.700;0.000
389.259;238.280;113.400;0.000
389.424;225.896;75.600;0.000
389.589;299.871;101.100;0.000
389.755;297.020;112.100;0.000
389.920;244.953;69.600;0.000
390.085;207.054;73.400;0.000
390.251;253.700;115.300;0.000
390.416;239.935;78.100;0.000
390.581;270.063;107.000;0.000
390.747;184.866;97.700;0.000
390.912;238.970;70.300;0.000
391.077;218.325;77.400;0.000
391.242;198.848;62.700;0.000
391.408;230.756;94.900;0.000
391.573;291.623;107.500;0.000
391.738;245.170;115.600;0.000
391.903;273.991;105.400;0.000
392.068;243.562;92.800;0.000
392.234;176.788;62.100;0.000
392.399;269.165;113.100;0.000
392.564;206.673;85.300;0.000
392.729;271.567;86.100;0.000
392.894;257.861;102.200;0.000
393.060;234.871;85.700;0.000
393.225;203.711;86.000;0.000
393.390;308.900;124.200;0.000
393.555;282.426;97.200;0.000
393.720;395.937;193.600;0.000
393.885;731.334;309.600;0.000
394.051;1144.895;415.200;0.000
394.216;623.182;182.800;0.000
394.381;269.867;76.500;0.000
394.546;294.394;106.000;0.000
394.711;222.807;94.700;0.000
394.876;251.466;84.000;0.000
395.041;286.349;103.100;0.000
395.206;248.184;94.900;0.000
395.372;218.179;100.400;0.000
395.537;313.247;117.700;0.000
395.702;199.424;68.400;0.000
395.867;223.522;89.700;0.000
396.032;208.721;71.000;0.000
396.197;332.192;108.900;0.000
396.362;237.819;109.300;0.000
396.527;209.931;73.900;0.000
396.692;288.322;120.100;0.000
396.857;238.811;102.100;0.000
397.022;295.424;100.100;0.000
397.187;209.658;77.500;0.000
397.352;228.341;82.300;0.000
397.517;257.220;93.000;0.000
397.682;288.043;94.500;0.000
397.847;238.160;75.800;0.000
398.012;202.250;77.000;0.000
398.177;254.697;116.800;0.000
398.342;186.065;88.800;0.000
398.507;306.795;116.500;0.000
398.672;290.921;95.000;0.000
398.837;215.694;99.800;0.000
399.002;197.284;74.700;0.000
399.167;244.645;112.600;0.000
399.332;190.997;82.000;0.000
399.497;203.509;102.900;0.000
399.662;253.393;103.400;0.000
399.827;192.481;92.900;0.000
399.991;180.703;74.700;0.000
400.156;261.477;103.100;0.000
400.321;264.897;84.700;0.000
400.486;244.636;82.600;0.000
400.651;207.084;98.300;0.000
400.816;192.151;61.600;0.000
400.981;287.180;94.900;0.000
401.146;217.130;66.500;0.000
401.310;233.088;105.700;0.000
401.475;291.644;98.100;0.000
401.640;202.510;63.700;0.000
401.805;225.412;98.100;0.000
401.970;278.716;116.500;0.000
402.135;263.447;101.900;0.000
402.299;214.750;89.700;0.000
402.464;211.843;67.000;0.000
402.629;241.094;87.900;0.000
402.794;259.918;102.800;0.000
402.959;243.914;85.900;0.000
403.123;286.465;88.800;0.000
403.288;697.546;235.700;0.000
403.453;1839.514;515.100;0.000
403.618;3342.431;748.900;0.000
403.783;1767.752;341.100;0.000
403.947;1125.624;139.900;0.000
404.112;497.792;127.500;0.000
404.277;264.201;120.700;0.000
404.441;283.901;94.100;0.000
404.606;311.196;95.400;0.000
404.771;381.242;157.000;0.000
404.936;211.095;71.600;0.000
405.100;211.029;88.800;0.000
405.265;174.690;65.100;0.000
405.430;227.580;72.800;0.000
405.594;217.268;67.300;0.000
405.759;292.667;125.400;0.000
405.924;273.539;101.100;0.000
406.088;218.173;95.500;0.000
