# lambda/AA  F/Fc
6581.9711 0.978759
6581.9694 0.978924
6581.9678 0.979002
6581.9662 0.979049
6581.9645 0.979147
6581.9629 0.979178
6581.9613 0.979172
6581.9596 0.979098
6581.9580 0.978849
6581.9564 0.978681
6581.9547 0.978813
6581.9531 0.979002
6581.9515 0.979055
6581.9498 0.979008
6581.9482 0.978927
6581.9466 0.979016
6581.9449 0.979340
6581.9433 0.979596
6581.9417 0.979699
6581.9401 0.979901
6581.9384 0.980261
6581.9368 0.980707
6581.9352 0.981176
6581.9335 0.981467
6581.9319 0.981515
6581.9303 0.981586
6581.9286 0.981785
6581.9270 0.981915
6581.9254 0.981925
6581.9237 0.981986
6581.9221 0.982185
6581.9205 0.982460
6581.9188 0.982703
6581.9172 0.982763
6581.9156 0.982654
6581.9139 0.982764
6581.9123 0.983285
6581.9107 0.983683
6581.9090 0.983540
6581.9074 0.983288
6581.9058 0.983380
6581.9041 0.983652
6581.9025 0.983873
6581.9009 0.984017
6581.8992 0.984072
6581.8976 0.984059
6581.8960 0.983981
6581.8943 0.983837
6581.8927 0.983791
6581.8911 0.983949
6581.8895 0.984137
6581.8878 0.984141
6581.8862 0.983929
6581.8846 0.983741
6581.8829 0.983921
6581.8813 0.984361
6581.8797 0.984583
6581.8780 0.984507
6581.8764 0.984479
6581.8748 0.984649
6581.8731 0.984820
6581.8715 0.984779
6581.8699 0.984658
6581.8682 0.984752
6581.8666 0.984933
6581.8650 0.984865
6581.8633 0.984662
6581.8617 0.984572
6581.8601 0.984598
6581.8584 0.984819
6581.8568 0.985204
6581.8552 0.985344
6581.8535 0.985082
6581.8519 0.984759
6581.8503 0.984588
6581.8486 0.984508
6581.8470 0.984495
6581.8454 0.984589
6581.8438 0.984780
6581.8421 0.984958
6581.8405 0.985027
6581.8389 0.985066
6581.8372 0.985142
6581.8356 0.985135
6581.8340 0.984998
6581.8323 0.984876
6581.8307 0.984809
6581.8291 0.984690
6581.8274 0.984570
6581.8258 0.984620
6581.8242 0.984776
6581.8225 0.984877
6581.8209 0.985033
6581.8193 0.985251
6581.8176 0.985146
6581.8160 0.984679
6581.8144 0.984418
6581.8127 0.984631
6581.8111 0.984933
6581.8095 0.984943
6581.8078 0.984740
6581.8062 0.984716
6581.8046 0.984980
6581.8029 0.985115
6581.8013 0.984908
6581.7997 0.984679
6581.7981 0.984627
6581.7964 0.984680
6581.7948 0.984719
6581.7932 0.984522
6581.7915 0.984133
6581.7899 0.984001
6581.7883 0.984163
6581.7866 0.984201
6581.7850 0.984048
6581.7834 0.983892
6581.7817 0.983770
6581.7801 0.983721
6581.7785 0.983773
6581.7768 0.983858
6581.7752 0.983981
6581.7736 0.984117
6581.7719 0.984106
6581.7703 0.983857
6581.7687 0.983470
6581.7670 0.983170
6581.7654 0.983045
6581.7638 0.982883
6581.7621 0.982625
6581.7605 0.982574
6581.7589 0.982803
6581.7572 0.983017
6581.7556 0.983067
6581.7540 0.982977
6581.7524 0.982719
6581.7507 0.982402
6581.7491 0.982285
6581.7475 0.982332
6581.7458 0.982143
6581.7442 0.981697
6581.7426 0.981510
6581.7409 0.981628
6581.7393 0.981550
6581.7377 0.981322
6581.7360 0.981287
6581.7344 0.981280
6581.7328 0.981210
6581.7311 0.981273
6581.7295 0.981288
6581.7279 0.981071
6581.7262 0.980826
6581.7246 0.980634
6581.7230 0.980523
6581.7213 0.980577
6581.7197 0.980569
6581.7181 0.980396
6581.7164 0.980332
6581.7148 0.980340
6581.7132 0.980232
6581.7116 0.980149
6581.7099 0.980125
6581.7083 0.980085
6581.7067 0.980156
6581.7050 0.980254
6581.7034 0.980154
6581.7018 0.979996
6581.7001 0.979998
6581.6985 0.980144
6581.6969 0.980260
6581.6952 0.980160
6581.6936 0.979988
6581.6920 0.979994
6581.6903 0.979980
6581.6887 0.979736
6581.6871 0.979472
6581.6854 0.979363
6581.6838 0.979498
6581.6822 0.979911
6581.6805 0.980304
6581.6789 0.980513
6581.6773 0.980668
6581.6756 0.980589
6581.6740 0.980302
6581.6724 0.980323
6581.6707 0.980471
6581.6691 0.980195
6581.6675 0.979938
6581.6659 0.980230
6581.6642 0.980601
6581.6626 0.980608
6581.6610 0.980478
6581.6593 0.980555
6581.6577 0.980956
6581.6561 0.981396
6581.6544 0.981423
6581.6528 0.981104
6581.6512 0.980864
6581.6495 0.980872
6581.6479 0.981083
6581.6463 0.981388
6581.6446 0.981658
6581.6430 0.981915
6581.6414 0.982087
6581.6397 0.981918
6581.6381 0.981562
6581.6365 0.981555
6581.6348 0.981930
6581.6332 0.982192
6581.6316 0.982135
6581.6299 0.982010
6581.6283 0.982040
6581.6267 0.982143
6581.6251 0.982118
6581.6234 0.981964
6581.6218 0.981884
6581.6202 0.982001
6581.6185 0.982224
6581.6169 0.982394
6581.6153 0.982394
6581.6136 0.982252
6581.6120 0.982159
6581.6104 0.982241
6581.6087 0.982436
6581.6071 0.982649
6581.6055 0.982801
6581.6038 0.982811
6581.6022 0.982774
6581.6006 0.982845
6581.5989 0.982926
6581.5973 0.982892
6581.5957 0.982886
6581.5940 0.983015
6581.5924 0.983111
6581.5908 0.983034
6581.5891 0.982919
6581.5875 0.982962
6581.5859 0.983077
6581.5843 0.983053
6581.5826 0.983012
6581.5810 0.983163
6581.5794 0.983334
6581.5777 0.983339
6581.5761 0.983198
6581.5745 0.982874
6581.5728 0.982584
6581.5712 0.982752
6581.5696 0.983141
6581.5679 0.983225
6581.5663 0.983193
6581.5647 0.983332
6581.5630 0.983406
6581.5614 0.983342
6581.5598 0.983329
6581.5581 0.983380
6581.5565 0.983519
6581.5549 0.983715
6581.5532 0.983670
6581.5516 0.983336
6581.5500 0.983052
6581.5483 0.983037
6581.5467 0.983340
6581.5451 0.983840
6581.5435 0.984124
6581.5418 0.983997
6581.5402 0.983766
6581.5386 0.983627
6581.5369 0.983453
6581.5353 0.983264
6581.5337 0.983281
6581.5320 0.983521
6581.5304 0.983755
6581.5288 0.983845
6581.5271 0.983854
6581.5255 0.983811
6581.5239 0.983641
6581.5222 0.983422
6581.5206 0.983385
6581.5190 0.983572
6581.5173 0.983710
6581.5157 0.983628
6581.5141 0.983683
6581.5124 0.984204
6581.5108 0.984629
6581.5092 0.984271
6581.5075 0.983653
6581.5059 0.983648
6581.5043 0.983985
6581.5027 0.983988
6581.5010 0.983747
6581.4994 0.983605
6581.4978 0.983640
6581.4961 0.983873
6581.4945 0.984174
6581.4929 0.984269
6581.4912 0.984147
6581.4896 0.983961
6581.4880 0.983767
6581.4863 0.983700
6581.4847 0.983896
6581.4831 0.984177
6581.4814 0.984254
6581.4798 0.984104
6581.4782 0.983929
6581.4765 0.983847
6581.4749 0.983735
6581.4733 0.983541
6581.4716 0.983514
6581.4700 0.983741
6581.4684 0.983901
6581.4667 0.983865
6581.4651 0.983855
6581.4635 0.983905
6581.4619 0.983900
6581.4602 0.983950
6581.4586 0.984103
6581.4570 0.984142
6581.4553 0.984008
6581.4537 0.983903
6581.4521 0.983876
6581.4504 0.983725
6581.4488 0.983405
6581.4472 0.983170
6581.4455 0.983182
6581.4439 0.983288
6581.4423 0.983378
6581.4406 0.983543
6581.4390 0.983725
6581.4374 0.983741
6581.4357 0.983682
6581.4341 0.983704
6581.4325 0.983677
6581.4308 0.983548
6581.4292 0.983516
6581.4276 0.983555
6581.4259 0.983489
6581.4243 0.983443
6581.4227 0.983505
6581.4211 0.983464
6581.4194 0.983361
6581.4178 0.983422
6581.4162 0.983477
6581.4145 0.983341
6581.4129 0.983256
6581.4113 0.983345
6581.4096 0.983387
6581.4080 0.983328
6581.4064 0.983363
6581.4047 0.983561
6581.4031 0.983679
6581.4015 0.983500
6581.3998 0.983347
6581.3982 0.983616
6581.3966 0.983881
6581.3949 0.983568
6581.3933 0.983024
6581.3917 0.982788
6581.3900 0.982747
6581.3884 0.982717
6581.3868 0.982755
6581.3852 0.982776
6581.3835 0.982690
6581.3819 0.982556
6581.3803 0.982385
6581.3786 0.982273
6581.3770 0.982439
6581.3754 0.982718
6581.3737 0.982658
6581.3721 0.982249
6581.3705 0.981865
6581.3688 0.981601
6581.3672 0.981348
6581.3656 0.981182
6581.3639 0.981113
6581.3623 0.980992
6581.3607 0.980838
6581.3590 0.980668
6581.3574 0.980330
6581.3558 0.979942
6581.3541 0.979730
6581.3525 0.979511
6581.3509 0.979102
6581.3492 0.978674
6581.3476 0.978306
6581.3460 0.977929
6581.3444 0.977561
6581.3427 0.977211
6581.3411 0.976907
6581.3395 0.976654
6581.3378 0.976333
6581.3362 0.975976
6581.3346 0.975587
6581.3329 0.974804
6581.3313 0.973618
6581.3297 0.972603
6581.3280 0.971908
6581.3264 0.971274
6581.3248 0.970654
6581.3231 0.969936
6581.3215 0.969025
6581.3199 0.968186
6581.3182 0.967462
6581.3166 0.966611
6581.3150 0.965677
6581.3133 0.964745
6581.3117 0.963723
6581.3101 0.962597
6581.3085 0.961307
6581.3068 0.959905
6581.3052 0.958707
6581.3036 0.957597
6581.3019 0.956120
6581.3003 0.954377
6581.2987 0.952637
6581.2970 0.950754
6581.2954 0.948705
6581.2938 0.946742
6581.2921 0.944961
6581.2905 0.943256
6581.2889 0.941355
6581.2872 0.939063
6581.2856 0.936642
6581.2840 0.934463
6581.2823 0.932472
6581.2807 0.930296
6581.2791 0.927685
6581.2774 0.924907
6581.2758 0.922393
6581.2742 0.919870
6581.2725 0.916823
6581.2709 0.913541
6581.2693 0.910508
6581.2677 0.907608
6581.2660 0.904617
6581.2644 0.901444
6581.2628 0.898002
6581.2611 0.894489
6581.2595 0.891179
6581.2579 0.887982
6581.2562 0.884743
6581.2546 0.881461
6581.2530 0.878125
6581.2513 0.874746
6581.2497 0.871355
6581.2481 0.867968
6581.2464 0.864693
6581.2448 0.861581
6581.2432 0.858527
6581.2415 0.855500
6581.2399 0.852533
6581.2383 0.849621
6581.2366 0.846805
6581.2350 0.844094
6581.2334 0.841463
6581.2318 0.839040
6581.2301 0.836909
6581.2285 0.834973
6581.2269 0.833252
6581.2252 0.831775
6581.2236 0.830334
6581.2220 0.828872
6581.2203 0.827679
6581.2187 0.826906
6581.2171 0.826371
6581.2154 0.825948
6581.2138 0.825795
6581.2122 0.826104
6581.2105 0.826751
6581.2089 0.827414
6581.2073 0.828007
6581.2056 0.828763
6581.2040 0.829890
6581.2024 0.831306
6581.2007 0.832838
6581.1991 0.834579
6581.1975 0.836693
6581.1959 0.838984
6581.1942 0.841164
6581.1926 0.843375
6581.1910 0.845959
6581.1893 0.848937
6581.1877 0.852083
6581.1861 0.855294
6581.1844 0.858568
6581.1828 0.861806
6581.1812 0.864960
6581.1795 0.868146
6581.1779 0.871344
6581.1763 0.874420
6581.1746 0.877507
6581.1730 0.880817
6581.1714 0.884277
6581.1697 0.887719
6581.1681 0.891003
6581.1665 0.894055
6581.1648 0.897138
6581.1632 0.900490
6581.1616 0.903744
6581.1600 0.906545
6581.1583 0.909202
6581.1567 0.912104
6581.1551 0.915152
6581.1534 0.918014
6581.1518 0.920570
6581.1502 0.923063
6581.1485 0.925680
6581.1469 0.928181
6581.1453 0.930400
6581.1436 0.932600
6581.1420 0.934912
6581.1404 0.937130
6581.1387 0.939103
6581.1371 0.940826
6581.1355 0.942369
6581.1338 0.943876
6581.1322 0.945416
6581.1306 0.946936
6581.1289 0.948376
6581.1273 0.949704
6581.1257 0.950931
6581.1241 0.952080
6581.1224 0.953172
6581.1208 0.954310
6581.1192 0.955578
6581.1175 0.956849
6581.1159 0.957928
6581.1143 0.958677
6581.1126 0.959095
6581.1110 0.959493
6581.1094 0.960135
6581.1077 0.960806
6581.1061 0.961286
6581.1045 0.961733
6581.1028 0.962220
6581.1012 0.962705
6581.0996 0.963269
6581.0979 0.963800
6581.0963 0.964085
6581.0947 0.964308
6581.0930 0.964631
6581.0914 0.964825
6581.0898 0.964873
6581.0882 0.965052
6581.0865 0.965311
6581.0849 0.965458
6581.0833 0.965617
6581.0816 0.965839
6581.0800 0.965943
6581.0784 0.965954
6581.0767 0.966026
6581.0751 0.966121
6581.0735 0.966203
6581.0718 0.966311
6581.0702 0.966451
6581.0686 0.966714
6581.0669 0.967086
6581.0653 0.967240
6581.0637 0.967106
6581.0620 0.967038
6581.0604 0.967073
6581.0588 0.966942
6581.0571 0.966651
6581.0555 0.966368
6581.0539 0.966257
6581.0523 0.966500
6581.0506 0.966929
6581.0490 0.967166
6581.0474 0.967240
6581.0457 0.967330
6581.0441 0.967367
6581.0425 0.967278
6581.0408 0.967059
6581.0392 0.966727
6581.0376 0.966459
6581.0359 0.966357
6581.0343 0.966383
6581.0327 0.966589
6581.0310 0.966801
6581.0294 0.966642
6581.0278 0.966317
6581.0261 0.966327
6581.0245 0.966542
6581.0229 0.966523
6581.0213 0.966196
6581.0196 0.965778
6581.0180 0.965553
6581.0164 0.965586
6581.0147 0.965611
6581.0131 0.965499
6581.0115 0.965364
6581.0098 0.965165
6581.0082 0.964855
6581.0066 0.964600
6581.0049 0.964402
6581.0033 0.964052
6581.0017 0.963527
6581.0000 0.963025
6580.9984 0.962745
6580.9968 0.962718
6580.9951 0.962693
6580.9935 0.962344
6580.9919 0.961682
6580.9902 0.961057
6580.9886 0.960679
6580.9870 0.960351
6580.9854 0.959801
6580.9837 0.959090
6580.9821 0.958461
6580.9805 0.958000
6580.9788 0.957638
6580.9772 0.957343
6580.9756 0.957116
6580.9739 0.956803
6580.9723 0.956164
6580.9707 0.955295
6580.9690 0.954614
6580.9674 0.954228
6580.9658 0.953823
6580.9641 0.953252
6580.9625 0.952705
6580.9609 0.952316
6580.9592 0.951999
6580.9576 0.951657
6580.9560 0.951355
6580.9544 0.951203
6580.9527 0.951187
6580.9511 0.951264
6580.9495 0.951417
6580.9478 0.951517
6580.9462 0.951487
6580.9446 0.951545
6580.9429 0.951879
6580.9413 0.952375
6580.9397 0.952922
6580.9380 0.953557
6580.9364 0.954205
6580.9348 0.954709
6580.9331 0.955104
6580.9315 0.955539
6580.9299 0.956044
6580.9282 0.956537
6580.9266 0.956914
6580.9250 0.957127
6580.9233 0.957378
6580.9217 0.957944
6580.9201 0.958640
6580.9185 0.959072
6580.9168 0.959381
6580.9152 0.959881
6580.9136 0.960363
6580.9119 0.960594
6580.9103 0.960804
6580.9087 0.961127
6580.9070 0.961334
6580.9054 0.961251
6580.9038 0.961022
6580.9021 0.961020
6580.9005 0.961443
6580.8989 0.961924
6580.8972 0.961967
6580.8956 0.961681
6580.8940 0.961498
6580.8923 0.961501
6580.8907 0.961535
6580.8891 0.961632
6580.8875 0.961858
6580.8858 0.961976
6580.8842 0.961707
6580.8826 0.961192
6580.8809 0.960780
6580.8793 0.960544
6580.8777 0.960374
6580.8760 0.960183
6580.8744 0.959863
6580.8728 0.959396
6580.8711 0.958941
6580.8695 0.958570
6580.8679 0.958132
6580.8662 0.957527
6580.8646 0.956899
6580.8630 0.956420
6580.8613 0.955927
6580.8597 0.955102
6580.8581 0.954013
6580.8564 0.953021
6580.8548 0.952204
6580.8532 0.951380
6580.8516 0.950435
6580.8499 0.949289
6580.8483 0.947956
6580.8467 0.946666
6580.8450 0.945549
6580.8434 0.944419
6580.8418 0.943092
6580.8401 0.941563
6580.8385 0.939865
6580.8369 0.938076
6580.8352 0.936297
6580.8336 0.934392
6580.8320 0.932107
6580.8303 0.929594
6580.8287 0.927276
6580.8271 0.925144
6580.8254 0.922790
6580.8238 0.920017
6580.8222 0.916951
6580.8206 0.913797
6580.8189 0.910726
6580.8173 0.907668
6580.8157 0.904286
6580.8140 0.900460
6580.8124 0.896486
6580.8108 0.892635
6580.8091 0.888858
6580.8075 0.884898
6580.8059 0.880569
6580.8042 0.876033
6580.8026 0.871616
6580.8010 0.867280
6580.7993 0.862722
6580.7977 0.857946
6580.7961 0.853226
6580.7944 0.848723
6580.7928 0.844440
6580.7912 0.840313
6580.7896 0.836284
6580.7879 0.832455
6580.7863 0.829033
6580.7847 0.826109
6580.7830 0.823684
6580.7814 0.821776
6580.7798 0.820407
6580.7781 0.819605
6580.7765 0.819424
6580.7749 0.819957
6580.7732 0.821292
6580.7716 0.823371
6580.7700 0.826029
6580.7683 0.829260
6580.7667 0.833184
6580.7651 0.837759
6580.7634 0.842793
6580.7618 0.848017
6580.7602 0.853193
6580.7586 0.858451
6580.7569 0.864066
6580.7553 0.869763
6580.7537 0.875079
6580.7520 0.880172
6580.7504 0.885327
6580.7488 0.890222
6580.7471 0.894542
6580.7455 0.898627
6580.7439 0.902934
6580.7422 0.907341
6580.7406 0.911421
6580.7390 0.915078
6580.7373 0.918514
6580.7357 0.921751
6580.7341 0.924704
6580.7324 0.927483
6580.7308 0.930167
6580.7292 0.932683
6580.7276 0.935106
6580.7259 0.937540
6580.7243 0.939835
6580.7227 0.941909
6580.7210 0.943941
6580.7194 0.945952
6580.7178 0.947709
6580.7161 0.949172
6580.7145 0.950520
6580.7129 0.951846
6580.7112 0.953135
6580.7096 0.954351
6580.7080 0.955444
6580.7063 0.956464
6580.7047 0.957495
6580.7031 0.958485
6580.7014 0.959471
6580.6998 0.960600
6580.6982 0.961728
6580.6966 0.962642
6580.6949 0.963531
6580.6933 0.964479
6580.6917 0.965216
6580.6900 0.965827
6580.6884 0.966687
6580.6868 0.967718
6580.6851 0.968560
6580.6835 0.969073
6580.6819 0.969366
6580.6802 0.969755
6580.6786 0.970430
6580.6770 0.971110
6580.6753 0.971472
6580.6737 0.971691
6580.6721 0.972191
6580.6704 0.973015
6580.6688 0.973646
6580.6672 0.973772
6580.6656 0.973860
6580.6639 0.974289
6580.6623 0.974723
6580.6607 0.974992
6580.6590 0.975341
6580.6574 0.975728
6580.6558 0.976050
6580.6541 0.976460
6580.6525 0.976942
6580.6509 0.977359
6580.6492 0.977640
6580.6476 0.977679
6580.6460 0.977637
6580.6443 0.977848
6580.6427 0.978203
6580.6411 0.978510
6580.6394 0.978933
6580.6378 0.979452
6580.6362 0.979828
6580.6346 0.980026
6580.6329 0.980006
6580.6313 0.979802
6580.6297 0.979736
6580.6280 0.979954
6580.6264 0.980317
6580.6248 0.980727
6580.6231 0.980988
6580.6215 0.980934
6580.6199 0.980774
6580.6182 0.980763
6580.6166 0.980934
6580.6150 0.981253
6580.6133 0.981650
6580.6117 0.982111
6580.6101 0.982603
6580.6084 0.982883
6580.6068 0.982939
6580.6052 0.983075
6580.6036 0.983141
6580.6019 0.982865
6580.6003 0.982674
6580.5987 0.982897
6580.5970 0.983149
6580.5954 0.983167
6580.5938 0.983072
6580.5921 0.983010
6580.5905 0.983244
6580.5889 0.983800
6580.5872 0.984146
6580.5856 0.983992
6580.5840 0.983719
6580.5823 0.983694
6580.5807 0.983939
6580.5791 0.984322
6580.5774 0.984599
6580.5758 0.984571
6580.5742 0.984309
6580.5726 0.984067
6580.5709 0.984060
6580.5693 0.984266
6580.5677 0.984483
6580.5660 0.984626
6580.5644 0.984765
6580.5628 0.984901
6580.5611 0.984974
6580.5595 0.985001
6580.5579 0.985042
6580.5562 0.985083
6580.5546 0.985006
6580.5530 0.984843
6580.5513 0.984892
6580.5497 0.985253
6580.5481 0.985560
6580.5464 0.985561
6580.5448 0.985439
6580.5432 0.985372
6580.5416 0.985363
6580.5399 0.985413
6580.5383 0.985529
6580.5367 0.985719
6580.5350 0.985933
6580.5334 0.985926
6580.5318 0.985648
6580.5301 0.985494
6580.5285 0.985590
6580.5269 0.985556
6580.5252 0.985320
6580.5236 0.985219
6580.5220 0.985382
6580.5203 0.985760
6580.5187 0.986183
6580.5171 0.986235
6580.5155 0.985901
6580.5138 0.985834
6580.5122 0.986268
6580.5106 0.986619
6580.5089 0.986531
6580.5073 0.986328
6580.5057 0.986361
6580.5040 0.986558
6580.5024 0.986659
6580.5008 0.986549
6580.4991 0.986317
6580.4975 0.986089
6580.4959 0.986002
6580.4942 0.986105
6580.4926 0.986179
6580.4910 0.986049
6580.4893 0.985929
6580.4877 0.985992
6580.4861 0.986066
6580.4845 0.986076
6580.4828 0.986145
6580.4812 0.986221
6580.4796 0.986185
6580.4779 0.986167
6580.4763 0.986368
6580.4747 0.986694
6580.4730 0.986824
6580.4714 0.986661
6580.4698 0.986446
6580.4681 0.986297
6580.4665 0.986084
6580.4649 0.985895
6580.4632 0.985977
6580.4616 0.986235
6580.4600 0.986413
6580.4583 0.986496
6580.4567 0.986493
6580.4551 0.986385
6580.4535 0.986324
6580.4518 0.986371
6580.4502 0.986348
6580.4486 0.986223
6580.4469 0.986093
6580.4453 0.985948
6580.4437 0.985875
6580.4420 0.985978
6580.4404 0.986064
6580.4388 0.986055
6580.4371 0.986177
6580.4355 0.986340
6580.4339 0.986252
6580.4322 0.986063
6580.4306 0.986003
6580.4290 0.985942
6580.4274 0.985781
6580.4257 0.985644
6580.4241 0.985663
6580.4225 0.985880
6580.4208 0.986125
6580.4192 0.986150
6580.4176 0.985993
6580.4159 0.985746
6580.4143 0.985317
6580.4127 0.984920
6580.4110 0.984995
6580.4094 0.985436
6580.4078 0.985759
6580.4061 0.985806
6580.4045 0.985681
6580.4029 0.985421
6580.4012 0.985093
6580.3996 0.984841
6580.3980 0.984713
6580.3964 0.984628
6580.3947 0.984552
6580.3931 0.984525
6580.3915 0.984455
6580.3898 0.984229
6580.3882 0.984067
6580.3866 0.984150
6580.3849 0.984169
6580.3833 0.983952
6580.3817 0.983879
6580.3800 0.984000
6580.3784 0.983832
6580.3768 0.983382
6580.3751 0.983139
6580.3735 0.983107
6580.3719 0.982958
6580.3703 0.982739
6580.3686 0.982646
6580.3670 0.982635
6580.3654 0.982595
6580.3637 0.982444
6580.3621 0.982147
6580.3605 0.981818
6580.3588 0.981531
6580.3572 0.981211
6580.3556 0.980906
6580.3539 0.980704
6580.3523 0.980475
6580.3507 0.980154
6580.3490 0.979858
6580.3474 0.979589
6580.3458 0.979311
6580.3441 0.979058
6580.3425 0.978702
6580.3409 0.978144
6580.3393 0.977607
6580.3376 0.977227
6580.3360 0.976774
6580.3344 0.976111
6580.3327 0.975420
6580.3311 0.974879
6580.3295 0.974453
6580.3278 0.974052
6580.3262 0.973653
6580.3246 0.973170
6580.3229 0.972469
6580.3213 0.971601
6580.3197 0.970671
6580.3180 0.969662
6580.3164 0.968731
6580.3148 0.968090
6580.3132 0.967466
6580.3115 0.966535
6580.3099 0.965514
6580.3083 0.964588
6580.3066 0.963579
6580.3050 0.962520
6580.3034 0.961560
6580.3017 0.960506
6580.3001 0.959273
6580.2985 0.958163
6580.2968 0.957256
6580.2952 0.956288
6580.2936 0.955172
6580.2919 0.953993
6580.2903 0.952751
6580.2887 0.951515
6580.2870 0.950423
6580.2854 0.949380
6580.2838 0.948208
6580.2822 0.946965
6580.2805 0.945763
6580.2789 0.944575
6580.2773 0.943388
6580.2756 0.942257
6580.2740 0.941224
6580.2724 0.940203
6580.2707 0.938938
6580.2691 0.937435
6580.2675 0.936147
6580.2658 0.935223
6580.2642 0.934258
6580.2626 0.933100
6580.2609 0.931906
6580.2593 0.930648
6580.2577 0.929362
6580.2561 0.928210
6580.2544 0.927086
6580.2528 0.925941
6580.2512 0.924966
6580.2495 0.924040
6580.2479 0.922879
6580.2463 0.921638
6580.2446 0.920572
6580.2430 0.919603
6580.2414 0.918648
6580.2397 0.917793
6580.2381 0.917044
6580.2365 0.916331
6580.2348 0.915680
6580.2332 0.915151
6580.2316 0.914689
6580.2300 0.914244
6580.2283 0.913845
6580.2267 0.913506
6580.2251 0.913287
6580.2234 0.913281
6580.2218 0.913340
6580.2202 0.913259
6580.2185 0.913158
6580.2169 0.913196
6580.2153 0.913374
6580.2136 0.913797
6580.2120 0.914436
6580.2104 0.914955
6580.2087 0.915300
6580.2071 0.915781
6580.2055 0.916497
6580.2038 0.917345
6580.2022 0.918287
6580.2006 0.919311
6580.1990 0.920389
6580.1973 0.921446
6580.1957 0.922446
6580.1941 0.923570
6580.1924 0.924939
6580.1908 0.926358
6580.1892 0.927645
6580.1875 0.928760
6580.1859 0.929761
6580.1843 0.930941
6580.1826 0.932484
6580.1810 0.934041
