# lambda/AA  F/Fc
6350.9014 0.994367
6350.8999 0.994061
6350.8983 0.993743
6350.8968 0.993552
6350.8953 0.993588
6350.8938 0.993759
6350.8923 0.993770
6350.8907 0.993460
6350.8892 0.993059
6350.8877 0.992853
6350.8862 0.992713
6350.8847 0.992449
6350.8831 0.992284
6350.8816 0.992349
6350.8801 0.992342
6350.8786 0.992162
6350.8771 0.992037
6350.8755 0.991927
6350.8740 0.991662
6350.8725 0.991415
6350.8710 0.991377
6350.8695 0.991426
6350.8679 0.991419
6350.8664 0.991356
6350.8649 0.991285
6350.8634 0.991283
6350.8619 0.991373
6350.8604 0.991466
6350.8588 0.991481
6350.8573 0.991361
6350.8558 0.991097
6350.8543 0.990894
6350.8528 0.990959
6350.8512 0.991130
6350.8497 0.991138
6350.8482 0.991022
6350.8467 0.990916
6350.8452 0.990803
6350.8436 0.990663
6350.8421 0.990539
6350.8406 0.990415
6350.8391 0.990241
6350.8376 0.990002
6350.8360 0.989737
6350.8345 0.989592
6350.8330 0.989740
6350.8315 0.990111
6350.8300 0.990417
6350.8284 0.990530
6350.8269 0.990539
6350.8254 0.990471
6350.8239 0.990311
6350.8224 0.990095
6350.8208 0.989822
6350.8193 0.989619
6350.8178 0.989759
6350.8163 0.990120
6350.8148 0.990205
6350.8132 0.989909
6350.8117 0.989527
6350.8102 0.989228
6350.8087 0.989078
6350.8072 0.989048
6350.8056 0.988932
6350.8041 0.988714
6350.8026 0.988597
6350.8011 0.988584
6350.7996 0.988596
6350.7980 0.988594
6350.7965 0.988385
6350.7950 0.987971
6350.7935 0.987704
6350.7920 0.987637
6350.7904 0.987523
6350.7889 0.987284
6350.7874 0.986820
6350.7859 0.986144
6350.7844 0.985724
6350.7829 0.985688
6350.7813 0.985508
6350.7798 0.985016
6350.7783 0.984475
6350.7768 0.983890
6350.7753 0.983286
6350.7737 0.982771
6350.7722 0.982164
6350.7707 0.981488
6350.7692 0.981032
6350.7677 0.980596
6350.7661 0.979873
6350.7646 0.979088
6350.7631 0.978337
6350.7616 0.977406
6350.7601 0.976324
6350.7585 0.975145
6350.7570 0.973863
6350.7555 0.972794
6350.7540 0.972083
6350.7525 0.971334
6350.7509 0.970258
6350.7494 0.968887
6350.7479 0.967332
6350.7464 0.965842
6350.7449 0.964581
6350.7433 0.963429
6350.7418 0.962222
6350.7403 0.960711
6350.7388 0.958729
6350.7373 0.956688
6350.7357 0.954950
6350.7342 0.953155
6350.7327 0.951062
6350.7312 0.948973
6350.7297 0.947007
6350.7281 0.945047
6350.7266 0.943118
6350.7251 0.941265
6350.7236 0.939537
6350.7221 0.937913
6350.7206 0.936184
6350.7190 0.934349
6350.7175 0.932525
6350.7160 0.930539
6350.7145 0.928543
6350.7130 0.927088
6350.7114 0.926042
6350.7099 0.924887
6350.7084 0.923765
6350.7069 0.922913
6350.7054 0.922219
6350.7038 0.921904
6350.7023 0.922286
6350.7008 0.923091
6350.6993 0.923912
6350.6978 0.924696
6350.6962 0.925591
6350.6947 0.926851
6350.6932 0.928583
6350.6917 0.930549
6350.6902 0.932541
6350.6886 0.934570
6350.6871 0.936619
6350.6856 0.938619
6350.6841 0.940557
6350.6826 0.942565
6350.6810 0.944860
6350.6795 0.947266
6350.6780 0.949294
6350.6765 0.951042
6350.6750 0.953056
6350.6734 0.955260
6350.6719 0.957192
6350.6704 0.958851
6350.6689 0.960407
6350.6674 0.961862
6350.6658 0.963313
6350.6643 0.964785
6350.6628 0.966110
6350.6613 0.967349
6350.6598 0.968677
6350.6582 0.969925
6350.6567 0.970902
6350.6552 0.971798
6350.6537 0.972832
6350.6522 0.973910
6350.6507 0.974804
6350.6491 0.975446
6350.6476 0.975995
6350.6461 0.976632
6350.6446 0.977356
6350.6431 0.978065
6350.6415 0.978645
6350.6400 0.979020
6350.6385 0.979235
6350.6370 0.979452
6350.6355 0.979826
6350.6339 0.980384
6350.6324 0.980969
6350.6309 0.981391
6350.6294 0.981594
6350.6279 0.981613
6350.6263 0.981552
6350.6248 0.981568
6350.6233 0.981691
6350.6218 0.981878
6350.6203 0.982152
6350.6187 0.982409
6350.6172 0.982468
6350.6157 0.982439
6350.6142 0.982467
6350.6127 0.982307
6350.6111 0.981779
6350.6096 0.981263
6350.6081 0.981175
6350.6066 0.981214
6350.6051 0.980810
6350.6035 0.980209
6350.6020 0.980090
6350.6005 0.980247
6350.5990 0.980021
6350.5975 0.979523
6350.5960 0.979097
6350.5944 0.978634
6350.5929 0.978219
6350.5914 0.978056
6350.5899 0.977851
6350.5884 0.977380
6350.5868 0.976831
6350.5853 0.976178
6350.5838 0.975333
6350.5823 0.974606
6350.5808 0.974215
6350.5792 0.973971
6350.5777 0.973685
6350.5762 0.973333
6350.5747 0.972875
6350.5732 0.972195
6350.5716 0.971308
6350.5701 0.970501
6350.5686 0.969971
6350.5671 0.969495
6350.5656 0.968862
6350.5640 0.968209
6350.5625 0.967646
6350.5610 0.967112
6350.5595 0.966614
6350.5580 0.966181
6350.5564 0.965764
6350.5549 0.965301
6350.5534 0.964649
6350.5519 0.963716
6350.5504 0.962787
6350.5488 0.962241
6350.5473 0.961976
6350.5458 0.961679
6350.5443 0.961336
6350.5428 0.960922
6350.5412 0.960217
6350.5397 0.959345
6350.5382 0.958755
6350.5367 0.958550
6350.5352 0.958491
6350.5337 0.958420
6350.5321 0.958237
6350.5306 0.957845
6350.5291 0.957306
6350.5276 0.956825
6350.5261 0.956508
6350.5245 0.956204
6350.5230 0.955784
6350.5215 0.955506
6350.5200 0.955630
6350.5185 0.955863
6350.5169 0.955759
6350.5154 0.955350
6350.5139 0.955033
6350.5124 0.955059
6350.5109 0.955186
6350.5093 0.955048
6350.5078 0.954822
6350.5063 0.954898
6350.5048 0.955189
6350.5033 0.955428
6350.5017 0.955555
6350.5002 0.955555
6350.4987 0.955555
6350.4972 0.955693
6350.4957 0.955758
6350.4941 0.955688
6350.4926 0.955872
6350.4911 0.956428
6350.4896 0.957036
6350.4881 0.957476
6350.4865 0.957720
6350.4850 0.957904
6350.4835 0.958268
6350.4820 0.958760
6350.4805 0.959155
6350.4790 0.959477
6350.4774 0.959863
6350.4759 0.960353
6350.4744 0.960948
6350.4729 0.961528
6350.4714 0.961916
6350.4698 0.962054
6350.4683 0.962049
6350.4668 0.962165
6350.4653 0.962600
6350.4638 0.963236
6350.4622 0.963864
6350.4607 0.964404
6350.4592 0.964897
6350.4577 0.965490
6350.4562 0.966083
6350.4546 0.966304
6350.4531 0.966295
6350.4516 0.966508
6350.4501 0.966760
6350.4486 0.966823
6350.4470 0.967096
6350.4455 0.967670
6350.4440 0.968087
6350.4425 0.968300
6350.4410 0.968610
6350.4394 0.969052
6350.4379 0.969481
6350.4364 0.969743
6350.4349 0.969818
6350.4334 0.969931
6350.4319 0.970220
6350.4303 0.970567
6350.4288 0.970831
6350.4273 0.970900
6350.4258 0.970849
6350.4243 0.971027
6350.4227 0.971413
6350.4212 0.971568
6350.4197 0.971534
6350.4182 0.971703
6350.4167 0.971992
6350.4151 0.972207
6350.4136 0.972485
6350.4121 0.972757
6350.4106 0.972759
6350.4091 0.972627
6350.4075 0.972620
6350.4060 0.972745
6350.4045 0.973048
6350.4030 0.973548
6350.4015 0.973996
6350.3999 0.974250
6350.3984 0.974416
6350.3969 0.974544
6350.3954 0.974732
6350.3939 0.975168
6350.3923 0.975734
6350.3908 0.976114
6350.3893 0.976278
6350.3878 0.976462
6350.3863 0.976838
6350.3848 0.977297
6350.3832 0.977566
6350.3817 0.977673
6350.3802 0.977954
6350.3787 0.978479
6350.3772 0.978998
6350.3756 0.979342
6350.3741 0.979564
6350.3726 0.979928
6350.3711 0.980560
6350.3696 0.981049
6350.3680 0.981107
6350.3665 0.981256
6350.3650 0.981959
6350.3635 0.982845
6350.3620 0.983433
6350.3604 0.983783
6350.3589 0.984113
6350.3574 0.984422
6350.3559 0.984680
6350.3544 0.985027
6350.3528 0.985593
6350.3513 0.986286
6350.3498 0.986924
6350.3483 0.987407
6350.3468 0.987734
6350.3452 0.988011
6350.3437 0.988352
6350.3422 0.988737
6350.3407 0.989089
6350.3392 0.989336
6350.3376 0.989496
6350.3361 0.989816
6350.3346 0.990463
6350.3331 0.991281
6350.3316 0.992116
6350.3301 0.992758
6350.3285 0.992868
6350.3270 0.992707
6350.3255 0.992939
6350.3240 0.993455
6350.3225 0.993783
6350.3209 0.994127
6350.3194 0.994704
6350.3179 0.995190
6350.3164 0.995446
6350.3149 0.995682
6350.3133 0.995967
6350.3118 0.996183
6350.3103 0.996186
6350.3088 0.996089
6350.3073 0.996290
6350.3057 0.996779
6350.3042 0.997089
6350.3027 0.997180
6350.3012 0.997352
6350.2997 0.997514
6350.2981 0.997562
6350.2966 0.997780
6350.2951 0.998195
6350.2936 0.998438
6350.2921 0.998490
6350.2906 0.998690
6350.2890 0.999003
6350.2875 0.999088
6350.2860 0.998992
6350.2845 0.999081
6350.2830 0.999322
6350.2814 0.999298
6350.2799 0.998962
6350.2784 0.998837
6350.2769 0.999239
6350.2754 0.999740
6350.2738 0.999811
6350.2723 0.999610
6350.2708 0.999568
6350.2693 0.999656
6350.2678 0.999658
6350.2662 0.999647
6350.2647 0.999742
6350.2632 0.999861
6350.2617 0.999897
6350.2602 0.999826
6350.2586 0.999697
6350.2571 0.999607
6350.2556 0.999602
6350.2541 0.999650
6350.2526 0.999751
6350.2510 0.999906
6350.2495 1.000002
6350.2480 0.999895
6350.2465 0.999665
6350.2450 0.999606
6350.2435 0.999819
6350.2419 1.000099
6350.2404 1.000358
6350.2389 1.000644
6350.2374 1.000746
6350.2359 1.000462
6350.2343 1.000126
6350.2328 1.000156
6350.2313 1.000423
6350.2298 1.000550
6350.2283 1.000431
6350.2267 1.000250
6350.2252 1.000220
6350.2237 1.000322
6350.2222 1.000349
6350.2207 1.000268
6350.2191 1.000248
6350.2176 1.000362
6350.2161 1.000550
6350.2146 1.000682
6350.2131 1.000613
6350.2115 1.000458
6350.2100 1.000530
6350.2085 1.000721
6350.2070 1.000551
6350.2055 1.000016
6350.2039 0.999739
6350.2024 1.000074
6350.2009 1.000607
6350.1994 1.000844
6350.1979 1.000855
6350.1964 1.000843
6350.1948 1.000751
6350.1933 1.000663
6350.1918 1.000767
6350.1903 1.000892
6350.1888 1.000860
6350.1872 1.000781
6350.1857 1.000677
6350.1842 1.000545
6350.1827 1.000523
6350.1812 1.000598
6350.1796 1.000731
6350.1781 1.000967
6350.1766 1.001083
6350.1751 1.000937
6350.1736 1.000831
6350.1720 1.000845
6350.1705 1.000839
6350.1690 1.000975
6350.1675 1.001192
6350.1660 1.001138
6350.1644 1.000940
6350.1629 1.000855
6350.1614 1.000791
6350.1599 1.000748
6350.1584 1.000756
6350.1569 1.000688
6350.1553 1.000651
6350.1538 1.000681
6350.1523 1.000551
6350.1508 1.000438
6350.1493 1.000598
6350.1477 1.000726
6350.1462 1.000617
6350.1447 1.000501
6350.1432 1.000522
6350.1417 1.000704
6350.1401 1.000888
6350.1386 1.000738
6350.1371 1.000429
6350.1356 1.000473
6350.1341 1.000798
6350.1325 1.000978
6350.1310 1.000833
6350.1295 1.000398
6350.1280 0.999975
6350.1265 0.999936
6350.1249 1.000232
6350.1234 1.000589
6350.1219 1.000857
6350.1204 1.000955
6350.1189 1.000897
6350.1174 1.000732
6350.1158 1.000558
6350.1143 1.000690
6350.1128 1.001104
6350.1113 1.001160
6350.1098 1.000702
6350.1082 1.000330
6350.1067 1.000273
6350.1052 1.000254
6350.1037 1.000147
6350.1022 0.999987
6350.1006 0.999923
6350.0991 1.000149
6350.0976 1.000487
6350.0961 1.000557
6350.0946 1.000311
6350.0930 1.000002
6350.0915 0.999950
6350.0900 1.000250
6350.0885 1.000571
6350.0870 1.000594
6350.0854 1.000337
6350.0839 0.999910
6350.0824 0.999597
6350.0809 0.999768
6350.0794 1.000194
6350.0779 1.000265
6350.0763 0.999982
6350.0748 0.999776
6350.0733 0.999766
6350.0718 0.999889
6350.0703 1.000116
6350.0687 1.000269
6350.0672 1.000215
6350.0657 1.000134
6350.0642 1.000128
6350.0627 1.000060
6350.0611 1.000040
6350.0596 1.000307
6350.0581 1.000589
6350.0566 1.000488
6350.0551 1.000231
6350.0535 1.000188
6350.0520 1.000249
6350.0505 1.000175
6350.0490 0.999960
6350.0475 0.999774
6350.0459 0.999796
6350.0444 0.999883
6350.0429 0.999764
6350.0414 0.999642
6350.0399 0.999805
6350.0384 0.999991
6350.0368 0.999990
6350.0353 1.000043
6350.0338 1.000166
6350.0323 1.000111
6350.0308 1.000000
6350.0292 1.000143
6350.0277 1.000466
6350.0262 1.000612
6350.0247 1.000435
6350.0232 1.000210
6350.0216 1.000217
6350.0201 1.000328
6350.0186 1.000366
6350.0171 1.000427
6350.0156 1.000500
6350.0140 1.000329
6350.0125 0.999899
6350.0110 0.999559
6350.0095 0.999602
6350.0080 0.999974
6350.0064 1.000398
6350.0049 1.000602
6350.0034 1.000466
6350.0019 1.000183
6350.0004 1.000155
6349.9989 1.000446
6349.9973 1.000666
6349.9958 1.000641
6349.9943 1.000527
6349.9928 1.000370
6349.9913 1.000276
6349.9897 1.000468
6349.9882 1.000718
6349.9867 1.000606
6349.9852 1.000349
6349.9837 1.000418
6349.9821 1.000738
6349.9806 1.000984
6349.9791 1.001100
6349.9776 1.001103
6349.9761 1.000896
6349.9745 1.000551
6349.9730 1.000421
6349.9715 1.000646
6349.9700 1.000865
6349.9685 1.000787
6349.9669 1.000596
6349.9654 1.000498
6349.9639 1.000442
6349.9624 1.000335
6349.9609 1.000121
6349.9594 0.999864
6349.9578 0.999800
6349.9563 0.999942
6349.9548 1.000039
6349.9533 1.000055
6349.9518 1.000023
6349.9502 0.999733
6349.9487 0.999216
6349.9472 0.998911
6349.9457 0.998979
6349.9442 0.999070
6349.9426 0.998956
6349.9411 0.998865
6349.9396 0.999012
6349.9381 0.999177
6349.9366 0.999133
6349.9350 0.999073
6349.9335 0.999111
6349.9320 0.999052
6349.9305 0.998926
6349.9290 0.998964
6349.9275 0.999109
6349.9259 0.999184
6349.9244 0.999227
6349.9229 0.999353
6349.9214 0.999488
6349.9199 0.999353
6349.9183 0.998904
6349.9168 0.998532
6349.9153 0.998389
6349.9138 0.998233
6349.9123 0.998155
6349.9107 0.998340
6349.9092 0.998469
6349.9077 0.998375
6349.9062 0.998325
6349.9047 0.998409
6349.9031 0.998623
6349.9016 0.998924
6349.9001 0.998853
6349.8986 0.998225
6349.8971 0.997679
6349.8955 0.997613
6349.8940 0.997700
6349.8925 0.997662
6349.8910 0.997496
6349.8895 0.997308
6349.8880 0.997315
6349.8864 0.997473
6349.8849 0.997428
6349.8834 0.997168
6349.8819 0.997074
6349.8804 0.997274
6349.8788 0.997472
6349.8773 0.997384
6349.8758 0.997085
6349.8743 0.996811
6349.8728 0.996576
6349.8712 0.996303
6349.8697 0.996119
6349.8682 0.996114
6349.8667 0.996111
6349.8652 0.995946
6349.8636 0.995736
6349.8621 0.995698
6349.8606 0.995802
6349.8591 0.995818
6349.8576 0.995622
6349.8561 0.995257
6349.8545 0.994915
6349.8530 0.994863
6349.8515 0.994983
6349.8500 0.994848
6349.8485 0.994583
6349.8469 0.994602
6349.8454 0.994648
6349.8439 0.994365
6349.8424 0.994086
6349.8409 0.994068
6349.8393 0.994071
6349.8378 0.993996
6349.8363 0.993890
6349.8348 0.993606
6349.8333 0.993151
6349.8317 0.992816
6349.8302 0.992719
6349.8287 0.992665
6349.8272 0.992526
6349.8257 0.992402
6349.8241 0.992267
6349.8226 0.991891
6349.8211 0.991320
6349.8196 0.990951
6349.8181 0.990963
6349.8166 0.991152
6349.8150 0.991229
6349.8135 0.991037
6349.8120 0.990719
6349.8105 0.990515
6349.8090 0.990345
6349.8074 0.990104
6349.8059 0.990046
6349.8044 0.990285
6349.8029 0.990412
6349.8014 0.990101
6349.7998 0.989585
6349.7983 0.989259
6349.7968 0.989157
6349.7953 0.989042
6349.7938 0.988845
6349.7922 0.988676
6349.7907 0.988564
6349.7892 0.988465
6349.7877 0.988390
6349.7862 0.988297
6349.7847 0.987993
6349.7831 0.987390
6349.7816 0.986852
6349.7801 0.986817
6349.7786 0.986965
6349.7771 0.986714
6349.7755 0.986365
6349.7740 0.986450
6349.7725 0.986641
6349.7710 0.986538
6349.7695 0.986340
6349.7679 0.986166
6349.7664 0.985970
6349.7649 0.985841
6349.7634 0.985679
6349.7619 0.985356
6349.7603 0.985051
6349.7588 0.984772
6349.7573 0.984413
6349.7558 0.984252
6349.7543 0.984399
6349.7528 0.984432
6349.7512 0.984166
6349.7497 0.983840
6349.7482 0.983582
6349.7467 0.983452
6349.7452 0.983583
6349.7436 0.983873
6349.7421 0.983999
6349.7406 0.983880
6349.7391 0.983790
6349.7376 0.983917
6349.7360 0.984108
6349.7345 0.984151
6349.7330 0.984041
6349.7315 0.983946
6349.7300 0.984072
6349.7284 0.984370
6349.7269 0.984539
6349.7254 0.984579
6349.7239 0.984775
6349.7224 0.985118
6349.7209 0.985442
6349.7193 0.985689
6349.7178 0.985752
6349.7163 0.985769
6349.7148 0.986039
6349.7133 0.986274
6349.7117 0.986216
6349.7102 0.986433
6349.7087 0.987019
6349.7072 0.987170
6349.7057 0.986924
6349.7041 0.987087
6349.7026 0.987559
6349.7011 0.987715
6349.6996 0.987517
6349.6981 0.987277
6349.6965 0.987339
6349.6950 0.987853
6349.6935 0.988390
6349.6920 0.988565
6349.6905 0.988691
6349.6890 0.989111
6349.6874 0.989639
6349.6859 0.989962
6349.6844 0.990010
6349.6829 0.990040
6349.6814 0.990400
6349.6798 0.990997
6349.6783 0.991354
6349.6768 0.991290
6349.6753 0.991132
6349.6738 0.991292
6349.6722 0.991774
6349.6707 0.992235
6349.6692 0.992488
6349.6677 0.992562
6349.6662 0.992487
6349.6646 0.992468
6349.6631 0.992688
6349.6616 0.992931
6349.6601 0.993079
6349.6586 0.993378
6349.6571 0.993800
6349.6555 0.994096
6349.6540 0.994243
6349.6525 0.994227
6349.6510 0.994166
6349.6495 0.994406
6349.6479 0.994786
6349.6464 0.994884
6349.6449 0.994943
6349.6434 0.995188
6349.6419 0.995260
6349.6403 0.995151
6349.6388 0.995228
6349.6373 0.995383
6349.6358 0.995397
6349.6343 0.995420
6349.6327 0.995567
6349.6312 0.995826
6349.6297 0.996146
6349.6282 0.996325
6349.6267 0.996308
6349.6252 0.996320
6349.6236 0.996482
6349.6221 0.996713
6349.6206 0.996892
6349.6191 0.996984
6349.6176 0.997172
6349.6160 0.997488
6349.6145 0.997467
6349.6130 0.996975
6349.6115 0.996707
6349.6100 0.997054
6349.6084 0.997418
6349.6069 0.997267
6349.6054 0.996943
6349.6039 0.996970
6349.6024 0.997266
6349.6008 0.997417
6349.5993 0.997349
6349.5978 0.997299
6349.5963 0.997362
6349.5948 0.997442
6349.5933 0.997430
6349.5917 0.997240
6349.5902 0.996940
6349.5887 0.996811
6349.5872 0.996929
6349.5857 0.996985
6349.5841 0.996838
6349.5826 0.996750
6349.5811 0.996817
6349.5796 0.996795
6349.5781 0.996625
6349.5765 0.996545
6349.5750 0.996653
6349.5735 0.996745
6349.5720 0.996584
6349.5705 0.996253
6349.5689 0.996060
6349.5674 0.996025
6349.5659 0.995969
6349.5644 0.996029
6349.5629 0.996287
6349.5614 0.996328
6349.5598 0.995945
6349.5583 0.995515
6349.5568 0.995306
6349.5553 0.995224
6349.5538 0.995080
6349.5522 0.994724
6349.5507 0.994332
6349.5492 0.994339
6349.5477 0.994704
6349.5462 0.994896
6349.5446 0.994655
6349.5431 0.994245
6349.5416 0.994057
6349.5401 0.994077
6349.5386 0.993898
6349.5371 0.993487
6349.5355 0.993320
6349.5340 0.993475
6349.5325 0.993506
6349.5310 0.993215
6349.5295 0.992858
6349.5279 0.992716
6349.5264 0.992715
6349.5249 0.992612
6349.5234 0.992523
6349.5219 0.992591
6349.5203 0.992380
6349.5188 0.991659
6349.5173 0.990974
6349.5158 0.990648
6349.5143 0.990484
6349.5127 0.990441
6349.5112 0.990457
6349.5097 0.990258
6349.5082 0.989886
6349.5067 0.989603
6349.5052 0.989436
6349.5036 0.989315
6349.5021 0.989224
6349.5006 0.989184
6349.4991 0.989187
6349.4976 0.989092
6349.4960 0.988864
6349.4945 0.988708
6349.4930 0.988612
6349.4915 0.988339
6349.4900 0.987966
6349.4884 0.987756
6349.4869 0.987719
6349.4854 0.987713
6349.4839 0.987723
6349.4824 0.987846
6349.4808 0.988022
6349.4793 0.987987
6349.4778 0.987717
6349.4763 0.987502
6349.4748 0.987474
6349.4733 0.987517
6349.4717 0.987480
6349.4702 0.987352
6349.4687 0.987377
6349.4672 0.987684
6349.4657 0.988026
6349.4641 0.988280
6349.4626 0.988475
6349.4611 0.988491
6349.4596 0.988517
6349.4581 0.988851
6349.4565 0.989139
6349.4550 0.989153
6349.4535 0.989321
6349.4520 0.989652
6349.4505 0.989771
6349.4490 0.989847
6349.4474 0.990171
6349.4459 0.990775
6349.4444 0.991558
6349.4429 0.991969
6349.4414 0.991675
6349.4398 0.991440
6349.4383 0.991914
6349.4368 0.992645
6349.4353 0.993098
6349.4338 0.993288
6349.4322 0.993393
6349.4307 0.993482
6349.4292 0.993461
6349.4277 0.993412
6349.4262 0.993657
6349.4246 0.994048
6349.4231 0.994151
6349.4216 0.994113
6349.4201 0.994209
6349.4186 0.994347
6349.4171 0.994557
6349.4155 0.994855
6349.4140 0.994984
6349.4125 0.994988
6349.4110 0.995152
6349.4095 0.995381
6349.4079 0.995531
6349.4064 0.995796
6349.4049 0.996248
6349.4034 0.996518
6349.4019 0.996352
6349.4003 0.996204
6349.3988 0.996621
6349.3973 0.997239
6349.3958 0.997354
6349.3943 0.997067
6349.3928 0.996924
6349.3912 0.997147
6349.3897 0.997604
6349.3882 0.997870
6349.3867 0.997608
6349.3852 0.997225
6349.3836 0.997364
6349.3821 0.997842
6349.3806 0.998019
6349.3791 0.997878
6349.3776 0.997873
6349.3760 0.997998
6349.3745 0.997920
6349.3730 0.997719
6349.3715 0.997608
6349.3700 0.997414
6349.3684 0.997096
6349.3669 0.996954
6349.3654 0.997071
6349.3639 0.997336
6349.3624 0.997607
6349.3609 0.997609
6349.3593 0.997382
6349.3578 0.997329
6349.3563 0.997439
6349.3548 0.997451
6349.3533 0.997439
6349.3517 0.997394
6349.3502 0.997156
6349.3487 0.996979
6349.3472 0.997175
6349.3457 0.997523
6349.3441 0.997609
6349.3426 0.997416
6349.3411 0.997344
6349.3396 0.997591
6349.3381 0.997838
6349.3366 0.997888
6349.3350 0.997894
6349.3335 0.997770
6349.3320 0.997463
6349.3305 0.997371
6349.3290 0.997574
6349.3274 0.997654
6349.3259 0.997548
6349.3244 0.997486
6349.3229 0.997494
6349.3214 0.997569
6349.3198 0.997667
6349.3183 0.997613
6349.3168 0.997509
6349.3153 0.997635
6349.3138 0.997862
6349.3123 0.997864
6349.3107 0.997652
6349.3092 0.997444
6349.3077 0.997370
6349.3062 0.997466
6349.3047 0.997603
6349.3031 0.997579
6349.3016 0.997476
6349.3001 0.997510
6349.2986 0.997635
6349.2971 0.997775
6349.2955 0.997972
6349.2940 0.998069
6349.2925 0.997979
6349.2910 0.997938
6349.2895 0.997978
6349.2879 0.998003
6349.2864 0.998197
6349.2849 0.998444
6349.2834 0.998386
6349.2819 0.998249
6349.2804 0.998268
6349.2788 0.998228
6349.2773 0.998287
6349.2758 0.998628
6349.2743 0.998815
6349.2728 0.998773
6349.2712 0.998865
6349.2697 0.998977
6349.2682 0.999051
6349.2667 0.999266
6349.2652 0.999339
6349.2636 0.999231
6349.2621 0.999391
6349.2606 0.999527
6349.2591 0.999180
6349.2576 0.998882
6349.2561 0.999093
6349.2545 0.999519
6349.2530 0.999930
6349.2515 1.000169
6349.2500 1.000038
6349.2485 0.999856
6349.2469 1.000019
6349.2454 1.000234
6349.2439 1.000078
6349.2424 0.999742
6349.2409 0.999683
6349.2393 0.999853
6349.2378 0.999791
6349.2363 0.999535
6349.2348 0.999604
6349.2333 0.999930
6349.2318 0.999992
6349.2302 0.999867
6349.2287 0.999938
6349.2272 1.000099
6349.2257 1.000122
6349.2242 1.000090
6349.2226 1.000069
6349.2211 1.000050
6349.2196 1.000167
6349.2181 1.000356
6349.2166 1.000196
6349.2150 0.999694
6349.2135 0.999492
6349.2120 0.999788
6349.2105 1.000126
6349.2090 1.000371
6349.2075 1.000624
6349.2059 1.000644
6349.2044 1.000389
6349.2029 1.000214
6349.2014 1.000125
6349.1999 0.999954
6349.1983 0.999933
6349.1968 1.000150
6349.1953 1.000281
6349.1938 1.000252
6349.1923 1.000260
6349.1907 1.000298
6349.1892 1.000287
6349.1877 1.000203
6349.1862 0.999929
6349.1847 0.999564
6349.1832 0.999518
6349.1816 0.999843
6349.1801 1.000167
6349.1786 1.000417
6349.1771 1.000644
6349.1756 1.000571
6349.1740 1.000213
6349.1725 1.000060
6349.1710 1.000173
6349.1695 1.000283
6349.1680 1.000454
6349.1664 1.000636
6349.1649 1.000480
6349.1634 1.000057
6349.1619 0.999696
6349.1604 0.999415
6349.1588 0.999273
6349.1573 0.999460
6349.1558 0.999806
6349.1543 0.999974
6349.1528 0.999923
6349.1513 0.999775
6349.1497 0.999627
6349.1482 0.999621
6349.1467 0.999811
6349.1452 0.999994
6349.1437 0.999891
6349.1421 0.999545
6349.1406 0.999309
6349.1391 0.999373
6349.1376 0.999596
6349.1361 0.999761
6349.1345 0.999756
6349.1330 0.999669
6349.1315 0.999680
6349.1300 0.999703
6349.1285 0.999522
6349.1270 0.999290
6349.1254 0.999289
6349.1239 0.999439
6349.1224 0.999517
6349.1209 0.999453
6349.1194 0.999286
6349.1178 0.999204
6349.1163 0.999356
6349.1148 0.999501
6349.1133 0.999386
6349.1118 0.999196
6349.1102 0.999102
6349.1087 0.999001
6349.1072 0.998993
6349.1057 0.999234
6349.1042 0.999372
6349.1027 0.999067
6349.1011 0.998685
6349.0996 0.998695
6349.0981 0.998923
6349.0966 0.998954
6349.0951 0.998812
6349.0935 0.998827
6349.0920 0.998976
6349.0905 0.998870
6349.0890 0.998574
6349.0875 0.998582
6349.0859 0.998798
6349.0844 0.998732
6349.0829 0.998531
6349.0814 0.998541
6349.0799 0.998564
6349.0784 0.998451
6349.0768 0.998354
6349.0753 0.998213
6349.0738 0.997988
6349.0723 0.997873
6349.0708 0.997876
6349.0692 0.997910
6349.0677 0.998071
6349.0662 0.998301
6349.0647 0.998372
6349.0632 0.998283
6349.0616 0.998197
6349.0601 0.998170
6349.0586 0.998181
6349.0571 0.998257
6349.0556 0.998436
6349.0541 0.998473
6349.0525 0.998066
6349.0510 0.997587
6349.0495 0.997638
6349.0480 0.998012
6349.0465 0.998215
6349.0449 0.998310
6349.0434 0.998342
6349.0419 0.998178
6349.0404 0.998105
6349.0389 0.998354
6349.0373 0.998572
6349.0358 0.998503
6349.0343 0.998300
6349.0328 0.998110
6349.0313 0.998011
6349.0298 0.998045
6349.0282 0.998155
6349.0267 0.998291
6349.0252 0.998286
6349.0237 0.997944
6349.0222 0.997542
6349.0206 0.997497
6349.0191 0.997656
6349.0176 0.997683
6349.0161 0.997568
6349.0146 0.997435
6349.0130 0.997513
6349.0115 0.997875
6349.0100 0.998032
6349.0085 0.997692
6349.0070 0.997423
6349.0055 0.997635
6349.0039 0.997924
6349.0024 0.997882
6349.0009 0.997604
6348.9994 0.997398
6348.9979 0.997469
6348.9963 0.997690
6348.9948 0.997757
6348.9933 0.997657
6348.9918 0.997677
6348.9903 0.997986
6348.9887 0.998345
6348.9872 0.998344
6348.9857 0.998110
6348.9842 0.998180
6348.9827 0.998509
6348.9812 0.998646
6348.9796 0.998627
6348.9781 0.998669
6348.9766 0.998676
6348.9751 0.998630
6348.9736 0.998609
6348.9720 0.998587
